Date,closing_price,High,Low,Open,Volume,wikipedia_sentiment,tomorrow_price,average_sentiment
2023-01-31,23139.283203125,23225.021484375,22765.568359375,22840.796875,22837828665,-0.1,23723.76953125,0.9791140496730805
2023-02-01,23723.76953125,23764.5390625,22877.75,23137.8359375,26683255504,-0.1,23471.87109375,0.9791140496730805
2023-02-02,23471.87109375,24167.2109375,23468.595703125,23720.82421875,32066936882,-0.1,23449.322265625,0.9791140496730805
2023-02-03,23449.322265625,23678.103515625,23279.955078125,23469.412109375,27083066007,-0.1,23331.84765625,0.9791140496730805
2023-02-04,23331.84765625,23556.94921875,23291.794921875,23446.3203125,15639298538,-0.1,22955.666015625,0.9791140496730805
2023-02-05,22955.666015625,23423.435546875,22841.759765625,23332.248046875,19564262605,-0.1,22760.109375,0.9791140496730805
2023-02-06,22760.109375,23119.279296875,22692.025390625,22954.021484375,23825006542,-0.1,23264.291015625,0.9791140496730805
2023-02-07,23264.291015625,23310.974609375,22756.2578125,22757.267578125,27187964471,-0.1,22939.3984375,0.9791140496730805
2023-02-08,22939.3984375,23367.958984375,22731.09765625,23263.416015625,25371367758,-0.1,21819.0390625,0.9791140496730805
2023-02-09,21819.0390625,22996.4375,21773.974609375,22946.56640625,32572572185,-0.1,21651.18359375,0.9791140496730805
2023-02-10,21651.18359375,21941.185546875,21539.392578125,21819.005859375,27078406594,-0.1,21870.875,0.9791140496730805
2023-02-11,21870.875,21891.41015625,21618.44921875,21651.841796875,16356226232,-0.1,21788.203125,0.9791140496730805
2023-02-12,21788.203125,22060.994140625,21682.828125,21870.90234375,17821046406,-0.1,21808.1015625,0.9791140496730805
2023-02-13,21808.1015625,21898.4140625,21460.087890625,21787.0,23918742607,-0.1,22220.8046875,0.9791140496730805
2023-02-14,22220.8046875,22293.140625,21632.39453125,21801.822265625,26792596581,-0.1,24307.841796875,0.9791140496730805
2023-02-15,24307.841796875,24307.841796875,22082.76953125,22220.5859375,32483312909,-0.1,23623.474609375,0.9791140496730805
2023-02-16,23623.474609375,25134.1171875,23602.5234375,24307.349609375,39316664596,-0.1,24565.6015625,0.9791140496730805
2023-02-17,24565.6015625,24924.041015625,23460.755859375,23621.283203125,41358451255,-0.1,24641.27734375,0.9791140496730805
2023-02-18,24641.27734375,24798.8359375,24468.373046875,24565.296875,19625427158,-0.1,24327.642578125,0.9791140496730805
2023-02-19,24327.642578125,25093.0546875,24327.642578125,24640.02734375,25555105670,-0.1,24829.1484375,0.9791140496730805
2023-02-20,24829.1484375,25020.458984375,23927.91015625,24336.623046875,28987376573,-0.1,24436.353515625,0.9791140496730805
2023-02-21,24436.353515625,25126.8515625,24200.36328125,24833.048828125,31252098714,-0.1,24188.84375,0.9791140496730805
2023-02-22,24188.84375,24472.33984375,23644.318359375,24437.41796875,30199996781,-0.1,23947.4921875,0.9791140496730805
2023-02-23,23947.4921875,24572.08984375,23693.919921875,24190.71875,30476264066,-0.1,23198.126953125,0.9791140496730805
2023-02-24,23198.126953125,24103.705078125,23007.072265625,23946.0078125,26811744928,-0.1,23175.375,0.9791140496730805
2023-02-25,23175.375,23210.2109375,22861.55859375,23200.125,16100721565,-0.1,23561.212890625,0.9791140496730805
2023-02-26,23561.212890625,23654.3671875,23084.220703125,23174.150390625,16644534842,-0.1,23522.87109375,0.9791140496730805
2023-02-27,23522.87109375,23857.890625,23205.87890625,23561.451171875,22660763494,-0.1,23147.353515625,0.9791140496730805
2023-02-28,23147.353515625,23585.384765625,23077.650390625,23521.837890625,20535363434,-0.1,23646.55078125,0.9791140496730805
2023-03-01,23646.55078125,23880.6328125,23088.626953125,23150.9296875,24662841200,-0.1,23475.466796875,0.9791140496730805
2023-03-02,23475.466796875,23739.138671875,23245.021484375,23647.01953125,20386398516,-0.1,22362.6796875,0.9791140496730805
2023-03-03,22362.6796875,23479.34765625,22213.23828125,23476.6328125,26062404610,-0.1,22353.349609375,0.9791140496730805
2023-03-04,22353.349609375,22405.177734375,22198.98046875,22362.923828125,11166012913,-0.1,22435.513671875,0.9791140496730805
2023-03-05,22435.513671875,22613.685546875,22307.142578125,22354.14453125,13317001733,-0.1,22429.7578125,0.9791140496730805
2023-03-06,22429.7578125,22584.29296875,22331.314453125,22436.81640625,17353192895,-0.1,22219.76953125,0.9791140496730805
2023-03-07,22219.76953125,22527.41796875,22011.26171875,22428.322265625,22765452204,-0.1,21718.080078125,0.9791140496730805
2023-03-08,21718.080078125,22268.896484375,21708.05078125,22216.44140625,22536575684,-0.1,20363.021484375,0.9791140496730805
2023-03-09,20363.021484375,21802.716796875,20210.306640625,21720.080078125,30364664171,-0.1,20187.244140625,0.9791140496730805
2023-03-10,20187.244140625,20370.595703125,19628.25390625,20367.001953125,39578257695,-0.1,20632.41015625,0.9791140496730805
2023-03-11,20632.41015625,20792.525390625,20068.66015625,20187.876953125,30180288176,-0.1,22163.94921875,0.9791140496730805
2023-03-12,22163.94921875,22185.03125,20448.806640625,20628.029296875,29279035521,-0.1,24197.533203125,0.9791140496730805
2023-03-13,24197.533203125,24550.837890625,21918.19921875,22156.40625,49466362688,-0.1,24746.07421875,0.9791140496730805
2023-03-14,24746.07421875,26514.716796875,24081.18359375,24201.765625,54622230164,-0.1,24375.9609375,0.9791140496730805
2023-03-15,24375.9609375,25240.615234375,23964.91015625,24770.92578125,43655701450,-0.1,25052.7890625,0.9791140496730805
2023-03-16,25052.7890625,25190.326171875,24225.111328125,24373.45703125,33866061747,-0.1,27423.9296875,0.9791140496730805
2023-03-17,27423.9296875,27787.8125,24955.169921875,25055.123046875,50730261335,-0.1,26965.87890625,0.9791140496730805
2023-03-18,26965.87890625,27725.953125,26636.26171875,27448.1171875,35723036817,-0.1,28038.67578125,0.9791140496730805
2023-03-19,28038.67578125,28440.560546875,26907.716796875,26969.50390625,37769448859,-0.1,27767.236328125,0.9791140496730805
2023-03-20,27767.236328125,28527.724609375,27242.880859375,28041.6015625,44774027664,-0.1,28175.81640625,0.9791140496730805
2023-03-21,28175.81640625,28439.5625,27439.646484375,27768.392578125,36102192830,-0.1,27307.4375,0.9791140496730805
2023-03-22,27307.4375,28803.3359375,26759.99609375,28158.720703125,33382021890,-0.1,28333.97265625,0.9791140496730805
2023-03-23,28333.97265625,28729.84375,27183.36328125,27301.95703125,24220433689,-0.1,27493.28515625,0.9791140496730805
2023-03-24,27493.28515625,28388.4375,27039.265625,28324.111328125,25980310960,-0.1,27494.70703125,0.9791140496730805
2023-03-25,27494.70703125,27791.826171875,27196.234375,27487.337890625,13383005987,-0.1,27994.330078125,0.9791140496730805
2023-03-26,27994.330078125,28178.14453125,27445.046875,27495.5234375,13878363192,-0.1,27139.888671875,0.9791140496730805
2023-03-27,27139.888671875,28037.92578125,26606.689453125,27994.068359375,18188895178,-0.1,27268.130859375,0.9791140496730805
2023-03-28,27268.130859375,27460.71875,26677.818359375,27132.888671875,17783600385,-0.1,28348.44140625,0.9791140496730805
2023-03-29,28348.44140625,28619.54296875,27259.662109375,27267.03125,20684945906,-0.1,28033.5625,0.9791140496730805
2023-03-30,28033.5625,29159.90234375,27720.16015625,28350.140625,22435349951,-0.1,28478.484375,0.9791140496730805
2023-03-31,28478.484375,28639.896484375,27583.71484375,28032.26171875,19001327598,-0.1,28411.03515625,0.9791140496730805
2023-04-01,28411.03515625,28802.45703125,28297.171875,28473.33203125,10876469901,-0.1,28199.30859375,0.9791140496730805
2023-04-02,28199.30859375,28518.958984375,27884.087890625,28462.845703125,12284641999,-0.1,27790.220703125,0.9791140496730805
2023-04-03,27790.220703125,28475.623046875,27276.720703125,28183.080078125,19556501327,-0.1,28168.08984375,0.9791140496730805
2023-04-04,28168.08984375,28433.7421875,27681.3046875,27795.2734375,15284538859,-0.1,28177.984375,0.9791140496730805
2023-04-05,28177.984375,28739.23828125,27843.763671875,28169.7265625,17052315986,-0.1,28044.140625,0.9791140496730805
2023-04-06,28044.140625,28178.384765625,27738.759765625,28175.2265625,13837809380,-0.1,27925.859375,0.9791140496730805
2023-04-07,27925.859375,28111.59375,27794.03125,28038.966796875,10861680497,-0.1,27947.794921875,0.9791140496730805
2023-04-08,27947.794921875,28159.86328125,27883.38671875,27920.513671875,9373255556,-0.1,28333.05078125,0.9791140496730805
2023-04-09,28333.05078125,28532.830078125,27828.48046875,27952.3671875,12175322951,-0.1,29652.98046875,0.9791140496730805
2023-04-10,29652.98046875,29771.46484375,28189.271484375,28336.02734375,19282400094,-0.1,30235.05859375,0.9791140496730805
2023-04-11,30235.05859375,30509.083984375,29609.30078125,29653.6796875,20121259843,-0.1,30139.052734375,0.9791140496730805
2023-04-12,30139.052734375,30462.48046875,29725.57421875,30231.58203125,18651929926,-0.1,30399.06640625,0.9791140496730805
2023-04-13,30399.06640625,30539.845703125,29878.623046875,29892.740234375,17487721001,-0.1,30485.69921875,0.9791140496730805
2023-04-14,30485.69921875,31005.607421875,30044.498046875,30409.5625,22659995079,-0.1,30318.49609375,0.9791140496730805
2023-04-15,30318.49609375,30601.740234375,30245.8828125,30490.75,11940685378,-0.1,30315.35546875,0.9791140496730805
2023-04-16,30315.35546875,30555.537109375,30157.83203125,30315.9765625,12854816417,-0.1,29445.044921875,0.9791140496730805
2023-04-17,29445.044921875,30319.197265625,29275.37109375,30317.146484375,17872186762,-0.1,30397.552734375,0.9791140496730805
2023-04-18,30397.552734375,30470.302734375,29154.849609375,29449.091796875,19480529496,-0.1,28822.6796875,0.9791140496730805
2023-04-19,28822.6796875,30411.0546875,28669.8984375,30394.1875,24571565421,-0.1,28245.98828125,0.9791140496730805
2023-04-20,28245.98828125,29076.400390625,28037.2578125,28823.68359375,21340360360,-0.1,27276.91015625,0.9791140496730805
2023-04-21,27276.91015625,28349.96875,27177.365234375,28249.23046875,20759504330,-0.1,27817.5,0.9791140496730805
2023-04-22,27817.5,27872.142578125,27169.5703125,27265.89453125,13125734602,-0.1,27591.384765625,0.9791140496730805
2023-04-23,27591.384765625,27820.244140625,27400.314453125,27816.14453125,12785446832,-0.1,27525.33984375,0.9791140496730805
2023-04-24,27525.33984375,27979.982421875,27070.849609375,27591.73046875,17703288330,-0.1,28307.59765625,0.9791140496730805
2023-04-25,28307.59765625,28371.078125,27207.931640625,27514.873046875,17733373139,-0.1,28422.701171875,0.9791140496730805
2023-04-26,28422.701171875,29995.837890625,27324.548828125,28300.05859375,31854242019,-0.1,29473.787109375,0.9791140496730805
2023-04-27,29473.787109375,29871.546875,28402.88671875,28428.46484375,27153445027,-0.1,29340.26171875,0.9791140496730805
2023-04-28,29340.26171875,29572.791015625,28929.609375,29481.013671875,17544464887,-0.1,29248.48828125,0.9791140496730805
2023-04-29,29248.48828125,29452.455078125,29088.04296875,29336.56640625,10662634333,-0.1,29268.806640625,0.9791140496730805
2023-04-30,29268.806640625,29952.029296875,29114.021484375,29245.515625,14652199272,-0.1,28091.568359375,0.9791140496730805
2023-05-01,28091.568359375,29329.935546875,27680.79296875,29227.103515625,18655599976,-0.1,28680.537109375,0.9791140496730805
2023-05-02,28680.537109375,28881.298828125,27924.123046875,28087.17578125,16432924527,-0.1,29006.30859375,0.9791140496730805
2023-05-03,29006.30859375,29259.533203125,28178.388671875,28680.494140625,19122972518,-0.1,28847.7109375,0.9791140496730805
2023-05-04,28847.7109375,29353.185546875,28694.0390625,29031.3046875,15548678514,-0.1,29534.384765625,0.9791140496730805
2023-05-05,29534.384765625,29668.908203125,28845.509765625,28851.48046875,17936566518,-0.1,28904.623046875,0.9791140496730805
2023-05-06,28904.623046875,29820.126953125,28468.966796875,29538.859375,15913866714,-0.1,28454.978515625,0.9791140496730805
2023-05-07,28454.978515625,29157.517578125,28441.3671875,28901.623046875,11301355486,-0.1,27694.2734375,0.9791140496730805
2023-05-08,27694.2734375,28663.271484375,27310.134765625,28450.45703125,19122903752,-0.1,27658.775390625,0.9791140496730805
2023-05-09,27658.775390625,27821.400390625,27375.6015625,27695.068359375,14128593256,-0.1,27621.755859375,0.9791140496730805
2023-05-10,27621.755859375,28322.6875,26883.669921875,27654.63671875,20656025026,-0.1,27000.7890625,0.9791140496730805
2023-05-11,27000.7890625,27621.94140625,26781.826171875,27621.0859375,16724343943,-0.1,26804.990234375,0.9791140496730805
2023-05-12,26804.990234375,27055.646484375,25878.4296875,26987.662109375,19313599897,-0.1,26784.078125,0.9791140496730805
2023-05-13,26784.078125,27030.482421875,26710.873046875,26807.76953125,9999171605,-0.1,26930.638671875,0.9791140496730805
2023-05-14,26930.638671875,27150.9765625,26661.35546875,26788.974609375,10014858959,-0.1,27192.693359375,0.9791140496730805
2023-05-15,27192.693359375,27646.34765625,26766.09765625,26931.384765625,14413231792,-0.1,27036.650390625,0.9791140496730805
2023-05-16,27036.650390625,27299.3046875,26878.947265625,27171.513671875,12732238816,-0.1,27398.802734375,0.9791140496730805
2023-05-17,27398.802734375,27465.927734375,26600.14453125,27035.470703125,15140006925,-0.1,26832.208984375,0.9791140496730805
2023-05-18,26832.208984375,27466.52734375,26415.1015625,27401.650390625,15222938600,-0.1,26890.12890625,0.9791140496730805
2023-05-19,26890.12890625,27128.619140625,26700.2109375,26826.75390625,11258983301,-0.1,27129.5859375,0.9791140496730805
2023-05-20,27129.5859375,27155.158203125,26843.27734375,26888.841796875,7044911360,-0.1,26753.826171875,0.9791140496730805
2023-05-21,26753.826171875,27265.91796875,26706.921875,27118.423828125,8647416921,-0.1,26851.27734375,0.9791140496730805
2023-05-22,26851.27734375,27045.734375,26549.734375,26749.892578125,11056770492,-0.1,27225.7265625,0.9791140496730805
2023-05-23,27225.7265625,27434.68359375,26816.1796875,26855.9609375,13697203143,-0.1,26334.818359375,0.9791140496730805
2023-05-24,26334.818359375,27224.603515625,26106.576171875,27224.603515625,16299104428,-0.1,26476.20703125,0.9791140496730805
2023-05-25,26476.20703125,26591.51953125,25890.59375,26329.4609375,13851122697,-0.1,26719.291015625,0.9791140496730805
2023-05-26,26719.291015625,26916.669921875,26343.94921875,26474.181640625,12711619225,-0.1,26868.353515625,0.9791140496730805
2023-05-27,26868.353515625,26888.8828125,26621.140625,26720.181640625,7892015141,-0.1,28085.646484375,0.9791140496730805
2023-05-28,28085.646484375,28193.44921875,26802.751953125,26871.158203125,14545229578,-0.1,27745.884765625,0.9791140496730805
2023-05-29,27745.884765625,28432.0390625,27563.876953125,28075.591796875,15181308984,-0.1,27702.349609375,0.9791140496730805
2023-05-30,27702.349609375,28044.759765625,27588.501953125,27745.123046875,13251081851,-0.1,27219.658203125,0.9791140496730805
2023-05-31,27219.658203125,27831.677734375,26866.453125,27700.529296875,15656371534,-0.1,26819.97265625,0.9791140496730805
2023-06-01,26819.97265625,27346.10546875,26671.720703125,27218.412109375,14678970415,-0.1,27249.58984375,0.9791140496730805
2023-06-02,27249.58984375,27303.861328125,26574.64453125,26824.556640625,14837415000,-0.1,27075.12890625,0.9791140496730805
2023-06-03,27075.12890625,27317.052734375,26958.00390625,27252.32421875,8385597470,-0.1,27119.06640625,0.9791140496730805
2023-06-04,27119.06640625,27407.01953125,26968.224609375,27075.123046875,9360912318,-0.1,25760.09765625,0.9791140496730805
2023-06-05,25760.09765625,27129.982421875,25445.16796875,27123.109375,21513292646,-0.1,27238.783203125,0.9791140496730805
2023-06-06,27238.783203125,27313.8203125,25434.8671875,25732.109375,21929670693,-0.1,26345.998046875,0.9791140496730805
2023-06-07,26345.998046875,27332.181640625,26146.98828125,27235.650390625,19530045082,-0.1,26508.216796875,0.9791140496730805
2023-06-08,26508.216796875,26797.513671875,26246.6640625,26347.654296875,11904824295,-0.1,26480.375,0.9791140496730805
2023-06-09,26480.375,26770.2890625,26339.314453125,26505.923828125,11015551640,-0.1,25851.240234375,0.9791140496730805
2023-06-10,25851.240234375,26531.044921875,25501.8359375,26481.76171875,19872933189,-0.1,25940.16796875,0.9791140496730805
2023-06-11,25940.16796875,26203.439453125,25668.986328125,25854.03125,10732609603,-0.1,25902.5,0.9791140496730805
2023-06-12,25902.5,26087.919921875,25675.197265625,25934.28515625,11677889997,-0.1,25918.728515625,0.9791140496730805
2023-06-13,25918.728515625,26376.3515625,25728.365234375,25902.94140625,14143474486,-0.1,25124.67578125,0.9791140496730805
2023-06-14,25124.67578125,26041.80078125,24902.15234375,25920.2578125,14265717766,-0.1,25576.39453125,0.9791140496730805
2023-06-15,25576.39453125,25735.30859375,24797.16796875,25121.673828125,15837384409,-0.1,26327.462890625,0.9791140496730805
2023-06-16,26327.462890625,26463.173828125,25245.357421875,25575.283203125,16324646965,-0.1,26510.67578125,0.9791140496730805
2023-06-17,26510.67578125,26769.39453125,26174.4921875,26328.6796875,11090276850,-0.1,26336.212890625,0.9791140496730805
